           46           77       200000    12.00000000000000     
 -0.147057510647699E+00 -0.400000000147221E-02  0.000000000000000E+00  0.000000000000000E+00
  0.147057510647699E+00 -0.400000000147221E-02 -0.000000000000000E+00  0.000000000000000E+00
  0.434038689688336E+00 -0.400000000147221E-02 -0.000000000000000E+00  0.000000000000000E+00
  0.707102066273422E+00 -0.400000000147221E-02 -0.000000000000000E+00  0.000000000000000E+00
  0.966930441076781E+00 -0.400000000147221E-02 -0.000000000000000E+00  0.000000000000000E+00
  0.121417352037398E+01 -0.400000000147221E-02  0.129165963828698-112  0.000000000000000E+00
  0.144944954064642E+01 -0.400000000147221E-02  0.220306105868801-103  0.000000000000000E+00
  0.167334681449460E+01 -0.400000000147221E-02  0.129885955710995E-96  0.000000000000000E+00
  0.188642520172603E+01 -0.400000000147221E-02  0.786778607636184E-91  0.000000000000000E+00
  0.208921750929634E+01 -0.400000000147221E-02  0.117148694167859E-85  0.000000000000000E+00
  0.228223082360427E+01 -0.400000000147221E-02  0.638129190046162E-81  0.000000000000000E+00
  0.246594777847172E+01 -0.400000000147221E-02  0.159236379825716E-76  0.000000000000000E+00
  0.264082776197977E+01 -0.400000000147221E-02  0.210110273249388E-72  0.000000000000000E+00
  0.280730806517808E+01 -0.400000000147221E-02  0.161846195205186E-68  0.000000000000000E+00
  0.296580497554038E+01 -0.400000000147221E-02  0.782242971068548E-65  0.000000000000000E+00
  0.311671481789992E+01 -0.400000000147221E-02  0.250597540104172E-61  0.000000000000000E+00
  0.326041494546803E+01 -0.400000000147221E-02  0.555519240598619E-58  0.000000000000000E+00
  0.339726468341369E+01 -0.400000000147221E-02  0.882182513751336E-55  0.000000000000000E+00
  0.352760622736360E+01 -0.400000000147221E-02  0.103243339966557E-51  0.000000000000000E+00
  0.365176549906951E+01 -0.400000000147221E-02  0.911489055062316E-49  0.000000000000000E+00
  0.377005296138237E+01 -0.400000000147221E-02  0.618955758507719E-46  0.000000000000000E+00
  0.388276439457115E+01 -0.400000000147221E-02  0.328616562641797E-43  0.000000000000000E+00
  0.399018163592758E+01 -0.400000000147221E-02  0.138330668659958E-40  0.000000000000000E+00
  0.409257328450619E+01 -0.400000000147221E-02  0.467343511455933E-38  0.000000000000000E+00
  0.419019537276186E+01 -0.400000000147221E-02  0.128093036301006E-35  0.000000000000000E+00
  0.428329200676431E+01 -0.400000000147221E-02  0.287605212603763E-33  0.000000000000000E+00
  0.437209597659041E+01 -0.400000000147221E-02  0.533677706971417E-31  0.000000000000000E+00
  0.445682933842065E+01 -0.400000000147221E-02  0.825059551541942E-29  0.000000000000000E+00
  0.453770396979524E+01 -0.400000000147221E-02  0.107069487836370E-26  0.000000000000000E+00
  0.461492209941833E+01 -0.400000000147221E-02  0.117450539806629E-24  0.000000000000000E+00
  0.468867681283511E+01 -0.400000000147221E-02  0.109625881523532E-22  0.000000000000000E+00
  0.475915253524623E+01 -0.400000000147221E-02  0.876110911530939E-21  0.000000000000000E+00
  0.482652549266688E+01 -0.400000000147221E-02  0.603111549436104E-19  0.000000000000000E+00
  0.489096415258363E+01 -0.400000000147221E-02  0.359699769109966E-17  0.000000000000000E+00
  0.495262964521087E+01 -0.400000000147221E-02  0.186905797169756E-15  0.000000000000000E+00
  0.501167616640027E+01 -0.400000000147221E-02  0.850788761998043E-14  0.000000000000000E+00
  0.506825136321079E+01 -0.400000000147221E-02  0.341087753162931E-12  0.000000000000000E+00
  0.512249670310314E+01 -0.400000000147221E-02  0.121073153306315E-10  0.000000000000000E+00
  0.517454782768219E+01 -0.400000000147221E-02  0.382498632958174E-09  0.000000000000000E+00
  0.522453489187162E+01 -0.400000000147221E-02  0.108106734611222E-07  0.000000000000000E+00
  0.527258288936898E+01 -0.400000000147221E-02  0.274751236402328E-06  0.000000000000000E+00
  0.531881196519512E+01 -0.400000000147221E-02  0.631103741572035E-05  0.000000000000000E+00
  0.536333771611925E+01 -0.400000000147221E-02  0.131686465921229E-03  0.000000000000000E+00
  0.540627147971109E+01 -0.400000000147221E-02  0.250914120453817E-02  0.000000000000000E+00
  0.544772061274284E+01 -0.400000000147221E-02  0.439623278222100E-01  0.000000000000000E+00
  0.548778875963697E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.552657611163126E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.556417965730914E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.560069342512162E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.563620871850739E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.567081434419902E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.570459683428600E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.573764066259005E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.577002845589370E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.580184120055026E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
  0.583315844499188E+01 -0.400000000147221E-02  0.100000000000000E+01  0.000000000000000E+00
