           70           95         1000    12.00000000000000     
  0.741664390436038D+01 -0.406846865225186D-16  0.000000000000000D+00
  0.745880070480484D+01 -0.406846865225186D-16                    NaN
  0.750143100656401D+01 -0.406846865225186D-16                    NaN
  0.754455586250510D+01 -0.406846865225186D-16                    NaN
  0.758819656972967D+01 -0.406846865225186D-16                    NaN
  0.763237468009114D+01 -0.406846865225186D-16                    NaN
  0.767711201083811D+01 -0.406846865225186D-16                    NaN
  0.772243065538877D+01 -0.406846865225186D-16                    NaN
  0.776835299424165D+01 -0.406846865225186D-16                    NaN
  0.781490170602820D+01 -0.406846865225186D-16                    NaN
  0.786209977871259D+01 -0.406846865225186D-16                    NaN
  0.790997052094419D+01 -0.406846865225186D-16                    NaN
  0.795853757356858D+01 -0.406846865225186D-16                    NaN
  0.800782492130244D+01 -0.406846865225186D-16                    NaN
  0.805785690457838D+01 -0.406846865225186D-16                    NaN
  0.810865823156542D+01 -0.406846865225186D-16                    NaN
  0.816025399037103D+01 -0.406846865225186D-16                    NaN
  0.821266966143081D+01 -0.406846865225186D-16                    NaN
  0.826593113009198D+01 -0.406846865225186D-16                    NaN
  0.832006469939678D+01 -0.406846865225186D-16                    NaN
  0.837509710307216D+01 -0.406846865225186D-16                    NaN
  0.843105551873214D+01 -0.406846865225186D-16                    NaN
  0.848796758129946D+01 -0.406846865225186D-16                    NaN
  0.854586139665295D+01 -0.406846865225186D-16                    NaN
  0.860476555550762D+01 -0.406846865225186D-16                    NaN
  0.866470914753403D+01 -0.406846865225186D-16                    NaN
  0.872572177572424D+01 -0.406846865225186D-16                    NaN
  0.878783357101110D+01 -0.406846865225186D-16                    NaN
  0.885107520714838D+01 -0.406846865225186D-16                    NaN
  0.891547791585889D+01 -0.406846865225186D-16                    NaN
  0.898107350225824D+01 -0.406846865225186D-16                    NaN
  0.904789436056164D+01 -0.406846865225186D-16                    NaN
  0.911597349008180D+01 -0.406846865225186D-16                    NaN
  0.918534451152545D+01 -0.406846865225186D-16                    NaN
  0.925604168359692D+01 -0.406846865225186D-16                    NaN
  0.932809991991670D+01 -0.406846865225186D-16                    NaN
  0.940155480626342D+01 -0.406846865225186D-16                    NaN
  0.947644261814781D+01 -0.406846865225186D-16                    NaN
  0.955280033872726D+01 -0.406846865225186D-16                    NaN
  0.963066567706989D+01 -0.406846865225186D-16                    NaN
  0.971007708677705D+01 -0.406846865225186D-16                    NaN
  0.979107378497354D+01 -0.406846865225186D-16                    NaN
  0.987369577167489D+01 -0.406846865225186D-16                    NaN
  0.995798384954126D+01 -0.406846865225186D-16                    NaN
  0.100439796440278D+02 -0.406846865225186D-16                    NaN
  0.101317256239410D+02 -0.406846865225186D-16                    NaN
  0.102212651224124D+02 -0.406846865225186D-16                    NaN
  0.103126423582978D+02 -0.406846865225186D-16                    NaN
  0.104059024580151D+02 -0.406846865225186D-16                    NaN
  0.105010914778300D+02 -0.406846865225186D-16                    NaN
  0.105982564266001D+02 -0.406846865225186D-16                    NaN
  0.106974452889910D+02 -0.406846865225186D-16                    NaN
  0.107987070491725D+02 -0.406846865225186D-16                    NaN
  0.109020917150102D+02 -0.406846865225186D-16                    NaN
  0.110076503427610D+02 -0.406846865225186D-16                    NaN
  0.111154350622874D+02 -0.406846865225186D-16                    NaN
  0.112254991028021D+02 -0.406846865225186D-16                    NaN
  0.113378968191542D+02 -0.406846865225186D-16                    NaN
  0.114526837186732D+02 -0.406846865225186D-16                    NaN
  0.115699164885805D+02 -0.406846865225186D-16                    NaN
  0.116896530239843D+02 -0.406846865225186D-16                    NaN
  0.118119524564713D+02 -0.406846865225186D-16                    NaN
  0.119368751833083D+02 -0.406846865225186D-16                    NaN
  0.120000000000000D+02 -0.406846865225186D-16                    NaN
  0.000000000000000D+00 -0.406846865225186D-16                    NaN
  0.737136539972447D-01 -0.406846865225186D-16                    NaN
  0.219572360974684D+00 -0.406846865225186D-16                    NaN
  0.362329494570845D+00 -0.406846865225186D-16                    NaN
  0.502055555036823D+00 -0.406846865225186D-16                    NaN
  0.638819545735878D+00 -0.406846865225186D-16                    NaN
  0.772689007220575D+00 -0.406846865225186D-16                    NaN
  0.903730050587509D+00 -0.406846865225186D-16                    NaN
  0.103200739012611D+01 -0.406846865225186D-16                    NaN
  0.115758437527762D+01 -0.406846865225186D-16                    NaN
  0.128052302192008D+01 -0.406846865225186D-16                    NaN
  0.140088404299468D+01 -0.406846865225186D-16                    NaN
  0.151872687848873D+01 -0.406846865225186D-16                    NaN
  0.163410972478992D+01 -0.406846865225186D-16                    NaN
  0.174708956342646D+01 -0.406846865225186D-16                    NaN
  0.185772218920729D+01 -0.406846865225186D-16                    NaN
  0.196606223777618D+01 -0.406846865225186D-16                    NaN
  0.207216321259342D+01 -0.406846865225186D-16                    NaN
  0.217607751135835D+01 -0.406846865225186D-16                    NaN
  0.227785645188587D+01 -0.406846865225186D-16                    NaN
  0.237755029744957D+01 -0.406846865225186D-16                    NaN
  0.247520828160414D+01 -0.406846865225186D-16                    NaN
  0.257087863249925D+01 -0.406846865225186D-16                    NaN
  0.266460859669688D+01 -0.406846865225186D-16                    NaN
  0.275644446250393D+01 -0.406846865225186D-16                    NaN
  0.284643158283155D+01 -0.406846865225186D-16                    NaN
  0.293461439759264D+01 -0.406846865225186D-16                    NaN
  0.302103645564828D+01 -0.406846865225186D-16                    NaN
  0.310574043631433D+01 -0.406846865225186D-16                    NaN
  0.318876817043843D+01 -0.406846865225186D-16                    NaN
  0.327016066105809D+01 -0.406846865225186D-16                    NaN
  0.334995810364994D+01 -0.406846865225186D-16                    NaN
  0.342819990598013D+01 -0.406846865225186D-16                    NaN
  0.350492470756582D+01 -0.406846865225186D-16                    NaN
  0.358017039875715D+01 -0.406846865225186D-16                    NaN
  0.365397413944930D+01 -0.406846865225186D-16                    NaN
  0.372637237743386D+01 -0.406846865225186D-16                    NaN
  0.379740086639841D+01 -0.406846865225186D-16                    NaN
  0.386709468358346D+01 -0.406846865225186D-16                    NaN
  0.393548824710520D+01 -0.406846865225186D-16                    NaN
  0.400261533295281D+01 -0.406846865225186D-16                    NaN
  0.406850909166868D+01 -0.406846865225186D-16                    NaN
  0.413320206471970D+01 -0.406846865225186D-16                    NaN
  0.419672620056777D+01 -0.406846865225186D-16                    NaN
  0.425911287044748D+01 -0.406846865225186D-16                    NaN
  0.432039288385872D+01 -0.406846865225186D-16                    NaN
  0.438059650378188D+01 -0.406846865225186D-16                    NaN
  0.443975346162310D+01 -0.406846865225186D-16                    NaN
  0.449789297189712D+01 -0.406846865225186D-16                    NaN
  0.455504374665475D+01 -0.406846865225186D-16                    NaN
  0.461123400966225D+01 -0.406846865225186D-16                    NaN
  0.466649151033957D+01 -0.406846865225186D-16                    NaN
  0.472084353746434D+01 -0.406846865225186D-16                    NaN
  0.477431693264834D+01 -0.406846865225186D-16                    NaN
  0.482693810359318D+01 -0.406846865225186D-16                    NaN
  0.487873303713169D+01 -0.406846865225186D-16                    NaN
  0.492972731206142D+01 -0.406846865225186D-16                    NaN
  0.497994611177670D+01 -0.406846865225186D-16                    NaN
  0.502941423670535D+01 -0.406846865225186D-16                    NaN
  0.507815611655637D+01 -0.406846865225186D-16                    NaN
  0.512619582238441D+01 -0.406846865225186D-16                    NaN
  0.517355707847730D+01 -0.406846865225186D-16                    NaN
  0.522026327407214D+01 -0.406846865225186D-16                    NaN
  0.526633747490607D+01 -0.406846865225186D-16                    NaN
  0.531180243460718D+01 -0.406846865225186D-16                    NaN
  0.535668060593140D+01 -0.406846865225186D-16                    NaN
  0.540099415185067D+01 -0.406846865225186D-16                    NaN
  0.544476495649810D+01 -0.406846865225186D-16                    NaN
  0.548801463597539D+01 -0.406846865225186D-16                    NaN
  0.553076454902790D+01 -0.406846865225186D-16                    NaN
  0.557303580759257D+01 -0.406846865225186D-16                    NaN
  0.561484928722405D+01 -0.406846865225186D-16                    NaN
  0.565622563740401D+01 -0.406846865225186D-16                    NaN
  0.569718529173884D+01 -0.406846865225186D-16                    NaN
  0.573774847805073D+01 -0.406846865225186D-16                    NaN
  0.577793522836715D+01 -0.406846865225186D-16                    NaN
  0.581776538881357D+01 -0.406846865225186D-16                    NaN
  0.585725862941450D+01 -0.406846865225186D-16                    NaN
  0.589643445380738D+01 -0.406846865225186D-16                    NaN
  0.593531220887449D+01 -0.406846865225186D-16                    NaN
  0.597391109429731D+01 -0.406846865225186D-16                    NaN
  0.601225017203825D+01 -0.406846865225186D-16                    NaN
  0.605034837575434D+01 -0.406846865225186D-16                    NaN
  0.608822452014761D+01 -0.406846865225186D-16                    NaN
