          136          227         2000    12.00000000000000     
  0.000000000000000E+00 -0.131578947390262E-02  0.100000000000000E+01
  0.996682824104242E-01 -0.131578947390262E-02  0.000000000000000E+00
  0.197697545848458E+00 -0.131578947390262E-02  0.000000000000000E+00
  0.294115021295397E+00 -0.131578947390262E-02  0.000000000000000E+00
  0.388947492003278E+00 -0.131578947390262E-02  0.000000000000000E+00
  0.482221300934860E+00 -0.131578947390262E-02  0.000000000000000E+00
  0.573962358081274E+00 -0.131578947390262E-02  0.000000000000000E+00
  0.664196147659408E+00 -0.131578947390262E-02  0.000000000000000E+00
  0.752947735191026E+00 -0.131578947390262E-02  0.000000000000000E+00
  0.840241774465569E+00 -0.131578947390262E-02  0.000000000000000E+00
  0.926102514388586E+00 -0.131578947390262E-02  0.000000000000000E+00
  0.101055380571770E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.109361910768799E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.117532149452856E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.125568366187222E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.133472793305996E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.141247626534205E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.148895025597739E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.156417114823288E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.163815983728450E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.171093687602163E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.178252248075633E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.185293653683909E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.192219860418272E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.199032792269572E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.205734341762688E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.212326370482237E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.218810709589695E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.225189160332065E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.231463494542233E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.237635455131158E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.243706756572024E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.249679085376491E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.255554100563187E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.261333434118550E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.267018691450175E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.272611451832767E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.278113268846837E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.283525670810267E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.288850161202849E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.294088219083930E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.299241299503268E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.304310833905226E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.309298230526403E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.314204874786817E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.319032129674758E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.323781336125402E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.328453813393300E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.333050859418849E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.337573751188838E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.342023745091174E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.346402077263889E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.350709963938517E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.354948601777946E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.359119168208830E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.363222821748662E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.367260702327590E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.371233931605072E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.375143613281455E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.378990833404567E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.382776660671402E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.386502146724990E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.390168326446521E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.393776218242827E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.397326824329272E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.400821131008154E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.404260108942688E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.407644713426634E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.410975884649668E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.414254547958550E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.417481614114169E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.420657979544542E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.423784526593823E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.426862123767408E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.429891625973190E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.432873874759040E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.435809698546573E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.438699912861276E+01 -0.131578947390262E-02  0.000000000000000E+00
  0.441545320559043E+01 -0.131578947390262E-02  0.000000000000000E+00
