          47          76      168000   12.000000000000000     
  0.453770396979524D+01 -0.400000000147221D-02  0.462802140671470D+00  0.000000000000000D+00
  0.461492209941833D+01 -0.400000000147221D-02  0.469784031400452D+00  0.000000000000000D+00
  0.468867681283511D+01 -0.400000000147221D-02  0.474614433949251D+00  0.000000000000000D+00
  0.475915253524623D+01 -0.400000000147221D-02  0.480526229191171D+00  0.000000000000000D+00
  0.482652549266688D+01 -0.400000000147221D-02  0.487473617322454D+00  0.000000000000000D+00
  0.489096415258363D+01 -0.400000000147221D-02  0.495432192477683D+00  0.000000000000000D+00
  0.495262964521087D+01 -0.400000000147221D-02  0.504478652954460D+00  0.000000000000000D+00
  0.501167616640027D+01 -0.400000000147221D-02  0.514741076790423D+00  0.000000000000000D+00
  0.506825136321079D+01 -0.400000000147221D-02  0.526377443896977D+00  0.000000000000000D+00
  0.512249670310314D+01 -0.400000000147221D-02  0.539577610121939D+00  0.000000000000000D+00
  0.517454782768219D+01 -0.400000000147221D-02  0.554579510176089D+00  0.000000000000000D+00
  0.522453489187162D+01 -0.400000000147221D-02  0.571700196326059D+00  0.000000000000000D+00
  0.527258288936898D+01 -0.400000000147221D-02  0.591389636019094D+00  0.000000000000000D+00
  0.531881196519512D+01 -0.400000000147221D-02  0.614327027936440D+00  0.000000000000000D+00
  0.536333771611925D+01 -0.400000000147221D-02  0.641611705834752D+00  0.000000000000000D+00
  0.540627147971109D+01 -0.400000000147221D-02  0.675203736805027D+00  0.000000000000000D+00
  0.544772061274284D+01 -0.400000000147221D-02  0.719178578190268D+00  0.000000000000000D+00
  0.548778875963697D+01 -0.400000000147221D-02  0.784475072698091D+00  0.000000000000000D+00
  0.552657611163126D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.556417965730914D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.560069342512162D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.563620871850739D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.567081434419902D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.570459683428600D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.573764066259005D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.577002845589370D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.580184120055026D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.583315844499188D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.586405849864210D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.589461862773016D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.592491524849683D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.595502411827485D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.598502052492167D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.601497947507833D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.604497588172515D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.607508475150317D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.610538137226984D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.613594150135790D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.616684155500812D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.619815879944974D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.622997154410630D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.626235933740995D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.629540316571400D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.632918565580098D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.636379128149260D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.639930657487838D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.643582034269086D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.647342388836874D+01 -0.400000000147221D-02  0.100000000000000D+01  0.000000000000000D+00
  0.651221124036303D+01 -0.400000000147221D-02  0.354494576869921D+00  0.000000000000000D+00
  0.655227938725716D+01 -0.400000000147221D-02  0.256920950875217D+00  0.000000000000000D+00
  0.659372852028891D+01 -0.400000000147221D-02  0.216730224354716D+00  0.000000000000000D+00
  0.663666228388075D+01 -0.400000000147221D-02  0.193581308582953D+00  0.000000000000000D+00
  0.668118803480488D+01 -0.400000000147221D-02  0.177857609448657D+00  0.000000000000000D+00
  0.672741711063102D+01 -0.400000000147221D-02  0.166161462438109D+00  0.000000000000000D+00
  0.677546510812838D+01 -0.400000000147221D-02  0.156959019996505D+00  0.000000000000000D+00
  0.682545217231781D+01 -0.400000000147221D-02  0.149439245035877D+00  0.000000000000000D+00
  0.687750329689686D+01 -0.400000000147221D-02  0.143124717036568D+00  0.000000000000000D+00
  0.693174863678921D+01 -0.400000000147221D-02  0.137712022609446D+00  0.000000000000000D+00
  0.698832383359973D+01 -0.400000000147221D-02  0.132996993627517D+00  0.000000000000000D+00
  0.704737035478913D+01 -0.400000000147221D-02  0.128836033825467D+00  0.000000000000000D+00
  0.710903584741637D+01 -0.400000000147221D-02  0.125124517709055D+00  0.000000000000000D+00
  0.717347450733312D+01 -0.400000000147221D-02  0.121783964411477D+00  0.000000000000000D+00
  0.724084746475378D+01 -0.400000000147221D-02  0.118754029802266D+00  0.000000000000000D+00
  0.731132318716490D+01 -0.400000000147221D-02  0.115987289173073D+00  0.000000000000000D+00
  0.738507790058167D+01 -0.400000000147221D-02  0.113445707956386D+00  0.000000000000000D+00
  0.746229603020476D+01 -0.400000000147221D-02  0.111098170588657D+00  0.000000000000000D+00
  0.754317066157935D+01 -0.400000000147221D-02  0.108918692260586D+00  0.000000000000000D+00
  0.762790402340959D+01 -0.400000000147221D-02  0.106885082153977D+00  0.000000000000000D+00
  0.771670799323569D+01 -0.400000000147221D-02  0.104977911863643D+00  0.000000000000000D+00
  0.780980462723814D+01 -0.400000000147221D-02  0.103179696630109D+00  0.000000000000000D+00
  0.790742671549381D+01 -0.400000000147221D-02  0.101474235286781D+00  0.000000000000000D+00
  0.800981836407242D+01 -0.400000000147221D-02  0.998460855237183D-01  0.000000000000000D+00
  0.811723560542885D+01 -0.400000000147221D-02  0.982801790174918D-01  0.000000000000000D+00
  0.822994703861763D+01 -0.400000000147221D-02  0.967616202804693D-01  0.000000000000000D+00
  0.834823450093049D+01 -0.400000000147221D-02  0.952757470889278D-01  0.000000000000000D+00
  0.847239377263640D+01 -0.400000000147221D-02  0.938085402598601D-01  0.000000000000000D+00
  0.860273531658631D+01 -0.400000000147221D-02  0.923474187330537D-01  0.000000000000000D+00
  0.873958505453197D+01 -0.400000000147221D-02  0.908822824998202D-01  0.000000000000000D+00
  0.888328518210008D+01 -0.400000000147221D-02  0.894064521260012D-01  0.000000000000000D+00
  0.903419502445962D+01 -0.400000000147221D-02  0.879170952667490D-01  0.000000000000000D+00
  0.919269193482192D+01 -0.400000000147221D-02  0.864150055390861D-01  0.000000000000000D+00
  0.935917223802023D+01 -0.400000000147221D-02  0.849040025793188D-01  0.000000000000000D+00
  0.953405222152828D+01 -0.400000000147221D-02  0.833903100763347D-01  0.000000000000000D+00
  0.971776917639573D+01 -0.400000000147221D-02  0.818819449946647D-01  0.000000000000000D+00
  0.991078249070366D+01 -0.400000000147221D-02  0.803878805076822D-01  0.000000000000000D+00
  0.101135747982740D+02 -0.400000000147221D-02  0.789169199491586D-01  0.000000000000000D+00
  0.103266531855054D+02 -0.400000000147221D-02  0.774765806897303D-01  0.000000000000000D+00
  0.105505504593536D+02 -0.400000000147221D-02  0.760723566087041D-01  0.000000000000000D+00
  0.107858264796260D+02 -0.400000000147221D-02  0.747075179517016D-01  0.000000000000000D+00
  0.110330695589232D+02 -0.400000000147221D-02  0.733833887024204D-01  0.000000000000000D+00
  0.112928979337266D+02 -0.400000000147221D-02  0.721000909667960D-01  0.000000000000000D+00
  0.115659613103117D+02 -0.400000000147221D-02  0.708594926713125D-01  0.000000000000000D+00
  0.118529424893523D+02 -0.400000000147221D-02  0.696950567658277D-01  0.000000000000000D+00
  0.121470575106477D+02 -0.400000000147221D-02  0.000000000000000D+00  0.000000000000000D+00
 -0.147057510647699D+00  0.400000000147221D-02 -0.000000000000000D+00  0.000000000000000D+00
  0.147057510647699D+00  0.400000000147221D-02  0.000000000000000D+00 -0.359373291538768D+03
  0.434038689688336D+00  0.400000000147221D-02  0.148965732877594-318 -0.359667718788136D+03
  0.707102066273422D+00  0.400000000147221D-02  0.309769278629545-318 -0.359745729774782D+03
  0.966930441076781D+00  0.400000000147221D-02  0.474233850817179-318 -0.359802698538030D+03
  0.121417352037398D+01  0.400000000147221D-02  0.148680315603912D-77 -0.359851393169277D+03
  0.144944954064642D+01  0.400000000147221D-02  0.263975531189714D-68 -0.359894367852359D+03
  0.167334681449460D+01  0.400000000147221D-02  0.153713511451981D-61 -0.359932830915848D+03
  0.188642520172603D+01  0.400000000147221D-02  0.905772922488668D-56 -0.359967580438069D+03
  0.208921750929634D+01  0.400000000147221D-02  0.129484492443238D-50 -0.359999185369621D+03
  0.228223082360427D+01  0.400000000147221D-02  0.667144237761277D-46 -0.360028054871486D+03
  0.246594777847172D+01  0.400000000147221D-02  0.154613629772373D-41 -0.360054479201371D+03
  0.264082776197977D+01  0.400000000147221D-02  0.185215656689123D-37 -0.360078656724802D+03
  0.280730806517808D+01  0.400000000147221D-02  0.125929208534576D-33 -0.360100712185569D+03
  0.296580497554038D+01  0.400000000147221D-02  0.518985282961250D-30 -0.360120709476407D+03
  0.311671481789992D+01  0.400000000147221D-02  0.135958881744087D-26 -0.360138661225602D+03
  0.326041494546803D+01  0.400000000147221D-02  0.234438260709629D-23 -0.360154536810914D+03
  0.339726468341369D+01  0.400000000147221D-02  0.272919270905639D-20 -0.360168269818622D+03
  0.352760622736360D+01  0.400000000147221D-02  0.218246988786173D-17 -0.360179765414468D+03
  0.365176549906951D+01  0.400000000147221D-02  0.121114063761262D-14 -0.360188907540054D+03
  0.377005296138237D+01  0.400000000147221D-02  0.468150301384128D-12 -0.360195565309307D+03
  0.388276439457115D+01  0.400000000147221D-02  0.125720235863287D-09 -0.360199597659082D+03
  0.399018163592758D+01  0.400000000147221D-02  0.232227316133731D-07 -0.360200856507095D+03
  0.409257328450619D+01  0.400000000147221D-02  0.288617822476530D-05 -0.360199199313504D+03
  0.419019537276186D+01  0.400000000147221D-02  0.229688490041099D-03 -0.360194537555359D+03
  0.428329200676431D+01  0.400000000147221D-02  0.100483729614215D-01 -0.360187140258967D+03
  0.437209597659041D+01  0.400000000147221D-02  0.143626961249319D+00 -0.360194063532197D+03
  0.445682933842065D+01  0.400000000147221D-02  0.399503757771670D+00 -0.360267335475288D+03
  0.453770396979524D+01  0.400000000147221D-02  0.462802140671470D+00 -0.360407361532130D+03
  0.461492209941833D+01  0.400000000147221D-02  0.469784031400452D+00 -0.360567292760363D+03
  0.468867681283511D+01  0.400000000147221D-02  0.474614433949251D+00 -0.360727522112798D+03
  0.475915253524623D+01  0.400000000147221D-02  0.480526229191171D+00 -0.360881900604551D+03
  0.482652549266688D+01  0.400000000147221D-02  0.487473617322454D+00 -0.361027042128820D+03
  0.489096415258363D+01  0.400000000147221D-02  0.495432192477683D+00 -0.361160988114181D+03
  0.495262964521087D+01  0.400000000147221D-02  0.504478652954460D+00 -0.361282806276043D+03
  0.501167616640027D+01  0.400000000147221D-02  0.514741076790423D+00 -0.361392373733633D+03
  0.506825136321079D+01  0.400000000147221D-02  0.526377443896977D+00 -0.361490169445317D+03
  0.512249670310314D+01  0.400000000147221D-02  0.539577610121939D+00 -0.361577065983157D+03
  0.517454782768219D+01  0.400000000147221D-02  0.554579510176089D+00 -0.361654118477621D+03
  0.522453489187162D+01  0.400000000147221D-02  0.571700196326059D+00 -0.361722376159388D+03
  0.527258288936898D+01  0.400000000147221D-02  0.591389636019094D+00 -0.361782747190768D+03
  0.531881196519512D+01  0.400000000147221D-02  0.614327027936440D+00 -0.361835928761592D+03
  0.536333771611925D+01  0.400000000147221D-02  0.641611705834752D+00 -0.361882395922820D+03
  0.540627147971109D+01  0.400000000147221D-02  0.675203736805027D+00 -0.361922435984456D+03
  0.544772061274284D+01  0.400000000147221D-02  0.719178578190268D+00 -0.361956226604682D+03
  0.548778875963697D+01  0.400000000147221D-02  0.784475072698091D+00 -0.361984059654375D+03
  0.552657611163126D+01  0.400000000147221D-02  0.913707453353129D+00 -0.362008499733452D+03
  0.556417965730914D+01  0.400000000147221D-02  0.910946480116329D+00 -0.362028099595997D+03
  0.560069342512162D+01  0.400000000147221D-02  0.908391119614687D+00 -0.362040359716053D+03
  0.563620871850739D+01  0.400000000147221D-02  0.905999845813922D+00 -0.362046750453527D+03
  0.567081434419902D+01  0.400000000147221D-02  0.903724824773524D+00 -0.362047933357004D+03
  0.570459683428600D+01  0.400000000147221D-02  0.901567177573103D+00 -0.362044480836358D+03
  0.573764066259005D+01  0.400000000147221D-02  0.899540396612163D+00 -0.362036976901407D+03
  0.577002845589370D+01  0.400000000147221D-02  0.897660261242718D+00 -0.362026035416388D+03
  0.580184120055026D+01  0.400000000147221D-02  0.895941169515423D+00 -0.362012295325281D+03
  0.583315844499188D+01  0.400000000147221D-02  0.894394620740713D+00 -0.361996407575367D+03
  0.586405849864210D+01  0.400000000147221D-02  0.893028651119668D+00 -0.361979019900620D+03
  0.589461862773016D+01  0.400000000147221D-02  0.891847757071750D+00 -0.361960762557048D+03
  0.592491524849683D+01  0.400000000147221D-02  0.890853070803964D+00 -0.361942236571209D+03
  0.595502411827485D+01  0.400000000147221D-02  0.890042631004105D+00 -0.361924005079316D+03
  0.598502052492167D+01  0.400000000147221D-02  0.889411638951597D+00 -0.361906587740086D+03
  0.601497947507833D+01  0.400000000147221D-02  0.888952610926235D+00 -0.361890457841301D+03
  0.604497588172515D+01  0.400000000147221D-02  0.888655343239738D+00 -0.361876041520391D+03
  0.607508475150317D+01  0.400000000147221D-02  0.888506596613591D+00 -0.361863718450020D+03
  0.610538137226984D+01  0.400000000147221D-02  0.888489367595124D+00 -0.361853823320871D+03
  0.613594150135790D+01  0.400000000147221D-02  0.888581534602673D+00 -0.361846647450264D+03
  0.616684155500812D+01  0.400000000147221D-02  0.888753507339967D+00 -0.361842439822930D+03
  0.619815879944974D+01  0.400000000147221D-02  0.888964181771935D+00 -0.361841406755804D+03
  0.622997154410630D+01  0.400000000147221D-02  0.889153805072696D+00 -0.361843709048767D+03
  0.626235933740995D+01  0.400000000147221D-02  0.889230781382271D+00 -0.361849454771636D+03
  0.629540316571400D+01  0.400000000147221D-02  0.889045560165877D+00 -0.361858684487298D+03
  0.632918565580098D+01  0.400000000147221D-02  0.888333914111450D+00 -0.361871343901948D+03
  0.636379128149260D+01  0.400000000147221D-02  0.886575503083903D+00 -0.361887241513073D+03
  0.639930657487838D+01  0.400000000147221D-02  0.882546976124952D+00 -0.361906025825584D+03
  0.643582034269086D+01  0.400000000147221D-02  0.872192657478368D+00 -0.361927430460598D+03
  0.647342388836874D+01  0.400000000147221D-02  0.829946651763636D+00 -0.361952658205253D+03
  0.651221124036303D+01  0.400000000147221D-02  0.354494576869921D+00 -0.361967446623452D+03
  0.655227938725716D+01  0.400000000147221D-02  0.256920950875217D+00 -0.361972814104208D+03
  0.659372852028891D+01  0.400000000147221D-02  0.216730224354716D+00 -0.361985836180679D+03
  0.663666228388075D+01  0.400000000147221D-02  0.193581308582953D+00 -0.362005170789969D+03
  0.668118803480488D+01  0.400000000147221D-02  0.177857609448657D+00 -0.362029485533701D+03
  0.672741711063102D+01  0.400000000147221D-02  0.166161462438109D+00 -0.362057767293992D+03
  0.677546510812838D+01  0.400000000147221D-02  0.156959019996505D+00 -0.362089183835683D+03
  0.682545217231781D+01  0.400000000147221D-02  0.149439245035877D+00 -0.362123009604865D+03
  0.687750329689686D+01  0.400000000147221D-02  0.143124717036568D+00 -0.362158591013089D+03
  0.693174863678921D+01  0.400000000147221D-02  0.137712022609446D+00 -0.362195331257297D+03
  0.698832383359973D+01  0.400000000147221D-02  0.132996993627517D+00 -0.362232685517342D+03
  0.704737035478913D+01  0.400000000147221D-02  0.128836033825467D+00 -0.362270162007980D+03
  0.710903584741637D+01  0.400000000147221D-02  0.125124517709055D+00 -0.362307326366942D+03
  0.717347450733312D+01  0.400000000147221D-02  0.121783964411477D+00 -0.362343807782111D+03
  0.724084746475378D+01  0.400000000147221D-02  0.118754029802266D+00 -0.362379305693163D+03
  0.731132318716490D+01  0.400000000147221D-02  0.115987289173073D+00 -0.362413596157244D+03
  0.738507790058167D+01  0.400000000147221D-02  0.113445707956386D+00 -0.362446537129351D+03
  0.746229603020476D+01  0.400000000147221D-02  0.111098170588657D+00 -0.362478072000418D+03
  0.754317066157935D+01  0.400000000147221D-02  0.108918692260586D+00 -0.362508230775835D+03
  0.762790402340959D+01  0.400000000147221D-02  0.106885082153977D+00 -0.362537128286769D+03
  0.771670799323569D+01  0.400000000147221D-02  0.104977911863643D+00 -0.362564958844767D+03
  0.780980462723814D+01  0.400000000147221D-02  0.103179696630109D+00 -0.362591986835656D+03
  0.790742671549381D+01  0.400000000147221D-02  0.101474235286781D+00 -0.362618532977462D+03
  0.800981836407242D+01  0.400000000147221D-02  0.998460855237183D-01 -0.362644956411798D+03
  0.811723560542885D+01  0.400000000147221D-02  0.982801790174918D-01 -0.362671633492212D+03
  0.822994703861763D+01  0.400000000147221D-02  0.967616202804693D-01 -0.362698935027622D+03
  0.834823450093049D+01  0.400000000147221D-02  0.952757470889278D-01 -0.362727204669487D+03
  0.847239377263640D+01  0.400000000147221D-02  0.938085402598601D-01 -0.362756741828813D+03
  0.860273531658631D+01  0.400000000147221D-02  0.923474187330537D-01 -0.362787792674271D+03
  0.873958505453197D+01  0.400000000147221D-02  0.908822824998202D-01 -0.362820552171196D+03
  0.888328518210008D+01  0.400000000147221D-02  0.894064521260012D-01 -0.362855178711933D+03
  0.903419502445962D+01  0.400000000147221D-02  0.879170952667490D-01 -0.362891820767484D+03
  0.919269193482192D+01  0.400000000147221D-02  0.864150055390861D-01 -0.362930652341299D+03
  0.935917223802023D+01  0.400000000147221D-02  0.849040025793188D-01 -0.362971910982211D+03
  0.953405222152828D+01  0.400000000147221D-02  0.833903100763347D-01 -0.363015928981587D+03
  0.971776917639573D+01  0.400000000147221D-02  0.818819449946647D-01 -0.363063146171212D+03
  0.991078249070366D+01  0.400000000147221D-02  0.803878805076822D-01 -0.363114093463700D+03
  0.101135747982740D+02  0.400000000147221D-02  0.789169199491586D-01 -0.363169342661801D+03
  0.103266531855054D+02  0.400000000147221D-02  0.774765806897303D-01 -0.363229431176660D+03
  0.105505504593536D+02  0.400000000147221D-02  0.760723566087041D-01 -0.363294784186897D+03
  0.107858264796260D+02  0.400000000147221D-02  0.747075179517016D-01 -0.363365661786124D+03
  0.110330695589232D+02  0.400000000147221D-02  0.733833887024204D-01 -0.363442149926070D+03
  0.112928979337266D+02  0.400000000147221D-02  0.721000909667960D-01 -0.363524199672530D+03
  0.115659613103117D+02  0.400000000147221D-02  0.708594926713125D-01 -0.363611748527581D+03
  0.118529424893523D+02  0.400000000147221D-02  0.696950567658277D-01 -0.363705348947109D+03
  0.121470575106477D+02  0.400000000147221D-02  0.696950567658277D-01  0.000000000000000D+00
 -0.147057510647699D+00  0.120000000128660D-01 -0.000000000000000D+00  0.000000000000000D+00
  0.147057510647699D+00  0.120000000128660D-01  0.000000000000000D+00 -0.359378670260493D+03
  0.434038689688336D+00  0.120000000128660D-01  0.142513235542908-318 -0.359665941611983D+03
  0.707102066273422D+00  0.120000000128660D-01  0.302822715649017-318 -0.359745227714929D+03
  0.966930441076781D+00  0.120000000128660D-01  0.466768518908518-318 -0.359802469197664D+03
  0.121417352037398D+01  0.120000000128660D-01  0.122012668179749D-77 -0.359851255704762D+03
  0.144944954064642D+01  0.120000000128660D-01  0.216570559107247D-68 -0.359894272203306D+03
  0.167334681449460D+01  0.120000000128660D-01  0.125947166424539D-61 -0.359932758118888D+03
  0.188642520172603D+01  0.120000000128660D-01  0.740743788710214D-56 -0.359967521466855D+03
  0.208921750929634D+01  0.120000000128660D-01  0.105648162865011D-50 -0.359999135023908D+03
  0.228223082360427D+01  0.120000000128660D-01  0.542924624988282D-46 -0.360028009595259D+03
  0.246594777847172D+01  0.120000000128660D-01  0.125477226591498D-41 -0.360054436144283D+03
  0.264082776197977D+01  0.120000000128660D-01  0.149881859704202D-37 -0.360078613260508D+03
  0.280730806517808D+01  0.120000000128660D-01  0.101611429857062D-33 -0.360100665621179D+03
  0.296580497554038D+01  0.120000000128660D-01  0.417581541947602D-30 -0.360120656851535D+03
  0.311671481789992D+01  0.120000000128660D-01  0.109101233899763D-26 -0.360138599156580D+03
  0.326041494546803D+01  0.120000000128660D-01  0.187687819360255D-23 -0.360154461354369D+03
  0.339726468341369D+01  0.120000000128660D-01  0.218155513599472D-20 -0.360168176328044D+03
  0.352760622736360D+01  0.120000000128660D-01  0.174427470705721D-17 -0.360179648345562D+03
  0.365176549906951D+01  0.120000000128660D-01  0.969864183153471D-15 -0.360188760115370D+03
  0.377005296138237D+01  0.120000000128660D-01  0.376679897520660D-12 -0.360195378842830D+03
  0.388276439457115D+01  0.120000000128660D-01  0.102005746308834D-09 -0.360199360034194D+03
  0.399018163592758D+01  0.120000000128660D-01  0.190921692331983D-07 -0.360200548152509D+03
  0.409257328450619D+01  0.120000000128660D-01  0.242185443494859D-05 -0.360198778380059D+03
  0.419019537276186D+01  0.120000000128660D-01  0.199690256841604D-03 -0.360193864078339D+03
  0.428329200676431D+01  0.120000000128660D-01  0.933322036065728D-02 -0.360185752843148D+03
  0.437209597659041D+01  0.120000000128660D-01  0.141665021161798D+00 -0.360191921567939D+03
  0.445682933842065D+01  0.120000000128660D-01  0.399761054846983D+00 -0.360265603409671D+03
  0.453770396979524D+01  0.120000000128660D-01  0.462894470084279D+00 -0.360406480050432D+03
  0.461492209941833D+01  0.120000000128660D-01  0.469678850774675D+00 -0.360566644722693D+03
  0.468867681283511D+01  0.120000000128660D-01  0.474445619069461D+00 -0.360726790758818D+03
  0.475915253524623D+01  0.120000000128660D-01  0.480290091521562D+00 -0.360880998586186D+03
  0.482652549266688D+01  0.120000000128660D-01  0.487149544976929D+00 -0.361025973534702D+03
  0.489096415258363D+01  0.120000000128660D-01  0.494992637189184D+00 -0.361159796963931D+03
  0.495262964521087D+01  0.120000000128660D-01  0.503890723082719D+00 -0.361281549089178D+03
  0.501167616640027D+01  0.120000000128660D-01  0.513966693673875D+00 -0.361391101343749D+03
  0.506825136321079D+01  0.120000000128660D-01  0.525372027194667D+00 -0.361488917794333D+03
  0.512249670310314D+01  0.120000000128660D-01  0.538286843779193D+00 -0.361575852725978D+03
  0.517454782768219D+01  0.120000000128660D-01  0.552933235317235D+00 -0.361652944278284D+03
  0.522453489187162D+01  0.120000000128660D-01  0.569601662177229D+00 -0.361721229573991D+03
  0.527258288936898D+01  0.120000000128660D-01  0.588696205919958D+00 -0.361781611323146D+03
  0.531881196519512D+01  0.120000000128660D-01  0.610812280410607D+00 -0.361834788233704D+03
  0.536333771611925D+01  0.120000000128660D-01  0.636879064065081D+00 -0.361881243994937D+03
  0.540627147971109D+01  0.120000000128660D-01  0.668442762932583D+00 -0.361921284547794D+03
  0.544772061274284D+01  0.120000000128660D-01  0.708240662144795D+00 -0.361955133050522D+03
  0.548778875963697D+01  0.120000000128660D-01  0.760937671144427D+00 -0.361983233630200D+03
  0.552657611163126D+01  0.120000000128660D-01  0.828020961327501D+00 -0.362007928279983D+03
  0.556417965730914D+01  0.120000000128660D-01  0.822260521791306D+00 -0.362027661491414D+03
  0.560069342512162D+01  0.120000000128660D-01  0.817177509168622D+00 -0.362040095715044D+03
  0.563620871850739D+01  0.120000000128660D-01  0.812418101707586D+00 -0.362046635422738D+03
  0.567081434419902D+01  0.120000000128660D-01  0.807889863649280D+00 -0.362047973090193D+03
  0.570459683428600D+01  0.120000000128660D-01  0.803595248739522D+00 -0.362044689142858D+03
  0.573764066259005D+01  0.120000000128660D-01  0.799560964020344D+00 -0.362037366980965D+03
  0.577002845589370D+01  0.120000000128660D-01  0.795818195255019D+00 -0.362026616493316D+03
  0.580184120055026D+01  0.120000000128660D-01  0.792395363815633D+00 -0.362013071274640D+03
  0.583315844499188D+01  0.120000000128660D-01  0.789315135812002D+00 -0.361997376564287D+03
  0.586405849864210D+01  0.120000000128660D-01  0.786593322029507D+00 -0.361980174640418D+03
  0.589461862773016D+01  0.120000000128660D-01  0.784238744584594D+00 -0.361962090932425D+03
  0.592491524849683D+01  0.120000000128660D-01  0.782253602218925D+00 -0.361943722478824D+03
